,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
3570,AMD Radeon HD 7970M,GPU,2012/4/24,28,100,212,2800,850,TSMC,AMD,,2176,136
4063,AMD Radeon HD 7770M,GPU,2012/4/24,28,32,123,1500,675,TSMC,AMD,,691.2,43.2
4131,AMD Radeon HD 7850M,GPU,2012/4/24,28,40,123,1500,675,TSMC,AMD,,864,54
4230,AMD Radeon HD 7750M,GPU,2012/4/24,28,28,123,1500,575,TSMC,AMD,,588.8,36.8
4293,NVIDIA GeForce GT 640 OEM Rebrand,GPU,2012/4/24,40,75,238,1170,720,TSMC,NVIDIA,,414.7,34.56
4401,AMD Radeon HD 7870M,GPU,2012/4/24,28,45,123,1500,800,TSMC,AMD,,1024,64
4427,NVIDIA GeForce GT 630 OEM,GPU,2012/4/24,28,50,118,1270,875,TSMC,NVIDIA,,336,14
296,AMD Opteron 6284 SE,CPU,2012/5/1,32,140,316,2400,2700,Unknown,AMD,,,
1679,AMD Opteron 6278,CPU,2012/5/1,32,115,316,2400,2400,Unknown,AMD,,,
3421,NVIDIA Tesla K10,GPU,2012/5/1,28,225,294,3540,745,TSMC,NVIDIA,,2289,95.36
2627,NVIDIA Quadro 7000,GPU,2012/5/2,40,204,520,3000,651,TSMC,NVIDIA,,1332,666.1
3774,NVIDIA GeForce GTX 690,GPU,2012/5/3,28,300,294,3540,915,TSMC,NVIDIA,,3130,130.4
3297,NVIDIA GeForce GT 640M LE,GPU,2012/5/4,40,32,116,585,753,TSMC,NVIDIA,,289,24.08
4712,NVIDIA GeForce GTX 670,GPU,2012/5/10,28,170,294,3540,915,TSMC,NVIDIA,,2634,109.8
74,Intel Xeon E3-1220L v2,CPU,2012/5/14,22,17,,,2300,Intel,Intel,,,
123,Intel Xeon E3-1290 v2,CPU,2012/5/14,22,87,160,1400,3700,Intel,Intel,,,
693,Intel Xeon E5-4610,CPU,2012/5/14,32,130,435,2270,2400,Intel,Intel,,,
716,Intel Xeon E3-1270 v2,CPU,2012/5/14,22,69,160,1400,3500,Intel,Intel,,,
726,Intel Xeon E3-1245 v2,CPU,2012/5/14,22,77,160,1400,3400,Intel,Intel,,,
1091,Intel Xeon E3-1220 v2,CPU,2012/5/14,22,69,160,1400,3100,Intel,Intel,,,
1169,Intel Xeon E5-4607,CPU,2012/5/14,32,95,435,2270,2200,Intel,Intel,,,
1320,Intel Xeon E3-1225 v2,CPU,2012/5/14,22,77,160,1400,3200,Intel,Intel,,,
1426,Intel Xeon E3-1265L v2,CPU,2012/5/14,22,45,160,1400,2500,Intel,Intel,,,
1756,Intel Xeon E3-1280 v2,CPU,2012/5/14,22,69,160,1400,3600,Intel,Intel,,,
2065,Intel Xeon E3-1275 v2,CPU,2012/5/14,22,77,160,1400,3500,Intel,Intel,,,
2068,Intel Xeon E3-1240 v2,CPU,2012/5/14,22,69,160,1400,3400,Intel,Intel,,,
2159,Intel Xeon E3-1230 v2,CPU,2012/5/14,22,69,160,1400,3300,Intel,Intel,,,
2601,Intel HD Graphics P4000,GPU,2012/5/14,22,45,133,1200,650,Intel,Intel,,320,80
3321,Intel HD Graphics 4000,GPU,2012/5/14,22,,133,1200,650,Intel,Intel,,268.8,67.2
3552,Intel HD Graphics 4000,GPU,2012/5/14,22,45,133,1200,650,Intel,Intel,,256,64
338,AMD A4-4300M,CPU,2012/5/15,32,35,246,1303,2500,Unknown,AMD,,,
1082,AMD A10-4600M,CPU,2012/5/15,32,35,246,1178,2300,Unknown,AMD,,,
1423,AMD A10-4655M,CPU,2012/5/15,32,25,246,1178,2000,Unknown,AMD,,,
1516,AMD A8-4500M,CPU,2012/5/15,32,35,246,1178,1900,Unknown,AMD,,,
1831,AMD A6-4400M,CPU,2012/5/15,32,35,246,1178,2700,Unknown,AMD,,,
1913,AMD A6-4455M,CPU,2012/5/15,32,17,246,1178,2100,Unknown,AMD,,,
2427,AMD Radeon HD 7620G IGP,GPU,2012/5/15,32,25,246,1303,360,TSMC,AMD,,381.7,
2807,NVIDIA GeForce 615,GPU,2012/5/15,40,49,116,585,660,TSMC,NVIDIA,,126.7,10.56
3062,AMD Radeon HD 7500G IGP,GPU,2012/5/15,32,17,246,1303,327,TSMC,AMD,,217.1,
3207,AMD Radeon HD 7640G IGP,GPU,2012/5/15,32,35,246,1303,496,TSMC,AMD,,335.4,
3245,AMD Radeon HD 7560G IGP,GPU,2012/5/15,32,35,246,1303,496,TSMC,AMD,,389.1,
3610,NVIDIA GeForce GT 620,GPU,2012/5/15,40,49,116,585,700,TSMC,NVIDIA,,268.8,22.4
3726,AMD Radeon HD 7660G IGP,GPU,2012/5/15,32,35,246,1303,686,TSMC,AMD,,526.8,
4481,NVIDIA GeForce GT 630,GPU,2012/5/15,40,65,116,585,810,TSMC,NVIDIA,,311,25.92
20,Intel Core i5-3427U,CPU,2012/6/1,22,17,118,,1800,Intel,Intel,,,
87,Intel Core i5-3570,CPU,2012/6/1,22,77,133,,3400,Intel,Intel,,,
158,Intel Core i3-3110M,CPU,2012/6/1,22,35,118,,2400,Intel,Intel,,,
222,Intel Core i3-3110M,CPU,2012/6/1,22,35,118,,2400,Intel,Intel,,,
445,Intel Core i5-3475S,CPU,2012/6/1,22,65,160,1400,2900,Intel,Intel,,,
540,Intel Core i5-3470S,CPU,2012/6/1,22,65,133,,2900,Intel,Intel,,,
562,Intel Core i5-3610ME,CPU,2012/6/1,22,35,118,,2700,Intel,Intel,,,
988,Intel Core i5-3360M,CPU,2012/6/1,22,35,118,,2800,Intel,Intel,,,
1044,Intel Core i5-3210M,CPU,2012/6/1,22,35,118,,2500,Intel,Intel,,,
1063,Intel Core i5-3320M,CPU,2012/6/1,22,35,118,,2600,Intel,Intel,,,
1314,Intel Celeron G550,CPU,2012/6/1,32,65,131,504,2600,Intel,Intel,,,
1477,Intel Core i5-3317U,CPU,2012/6/1,22,17,118,,1700,Intel,Intel,,,
1490,Intel Core i5-3570S,CPU,2012/6/1,22,65,133,,3100,Intel,Intel,,,
1745,Intel Core i5-3470T,CPU,2012/6/1,22,35,6,,2900,Intel,Intel,,,
1883,Intel Core i5-3610ME,CPU,2012/6/1,22,35,118,,2700,Intel,Intel,,,
2048,Intel Core i5-3210M,CPU,2012/6/1,22,35,118,,2500,Intel,Intel,,,
2080,Intel Core i5-3470,CPU,2012/6/1,22,77,8,,3200,Intel,Intel,,,
2138,Intel Core i5-3360M,CPU,2012/6/1,22,35,118,,2800,Intel,Intel,,,
2145,Intel Core i3-3217U,CPU,2012/6/1,22,17,118,,1800,Intel,Intel,,,
2170,Intel Core i5-3320M,CPU,2012/6/1,22,35,118,,2600,Intel,Intel,,,
2732,NVIDIA Quadro K3000M,GPU,2012/6/1,28,75,294,3540,654,TSMC,NVIDIA,,753.4,31.39
3197,NVIDIA Quadro K2000M,GPU,2012/6/1,28,55,118,1270,745,TSMC,NVIDIA,,572.2,23.84
3862,NVIDIA NVS 5200M,GPU,2012/6/1,28,25,116,585,625,TSMC,NVIDIA,,240,20
3863,NVIDIA NVS 5400M,GPU,2012/6/1,40,35,116,585,660,TSMC,NVIDIA,,253.4,21.12
4037,NVIDIA Quadro K4000M,GPU,2012/6/1,28,100,294,3540,601,TSMC,NVIDIA,,1154,48.08
4059,NVIDIA Quadro K500M,GPU,2012/6/1,28,35,118,1270,850,TSMC,NVIDIA,,326.4,13.6
4328,NVIDIA Quadro K1000M,GPU,2012/6/1,28,45,118,1270,850,TSMC,NVIDIA,,326.4,13.6
73,Intel Core i7-3555LE,CPU,2012/6/3,22,25,118,,2500,Intel,Intel,,,
152,Intel Core i7-3520M,CPU,2012/6/3,22,35,118,,2900,Intel,Intel,,,
530,Intel Pentium G640,CPU,2012/6/3,32,65,131,504,2800,Intel,Intel,,,
695,Intel Core i7-3517U,CPU,2012/6/3,22,17,118,,1900,Intel,Intel,,,
875,Intel Core i7-3520M,CPU,2012/6/3,22,35,118,,2900,Intel,Intel,,,
957,Intel Pentium G860T,CPU,2012/6/3,32,35,131,504,2600,Intel,Intel,,,
1069,Intel Core i7-3667U,CPU,2012/6/3,22,17,118,,2000,Intel,Intel,,,
1142,Intel Pentium G640T,CPU,2012/6/3,32,35,131,504,2400,Intel,Intel,,,
1672,Intel Core i7-3517UE,CPU,2012/6/3,22,17,118,,1700,Intel,Intel,,,
1989,Intel Pentium G870,CPU,2012/6/3,32,65,131,504,3100,Intel,Intel,,,
3236,NVIDIA GeForce GTX 680M,GPU,2012/6/4,28,100,294,3540,719,TSMC,NVIDIA,,2038,84.9
3051,NVIDIA GeForce GT 640,GPU,2012/6/5,28,65,118,1270,902,TSMC,NVIDIA,,692.7,28.86
640,AMD E1-1200,CPU,2012/6/6,40,18,75,,1400,Unknown,AMD,,,
706,AMD E2-1800,CPU,2012/6/6,40,18,75,,1700,Unknown,AMD,,,
2349,AMD Radeon HD 7310 IGP,GPU,2012/6/6,40,18,75,450,500,TSMC,AMD,,80,
2585,AMD Radeon HD 7340 IGP,GPU,2012/6/6,40,18,75,450,523,TSMC,AMD,,83.68,
3977,AMD FirePro A320,GPU,2012/6/6,32,100,246,1303,800,TSMC,AMD,,733.4,
4009,AMD Radeon HD 7420G IGP,GPU,2012/6/6,32,35,246,1303,480,TSMC,AMD,,167.7,
4323,AMD Radeon HD 7520G IGP,GPU,2012/6/6,32,35,246,1303,496,TSMC,AMD,,263.4,
4642,AMD FirePro A300,GPU,2012/6/6,32,65,246,1303,760,TSMC,AMD,,695,
4701,AMD Radeon HD 7290 IGP,GPU,2012/6/6,40,18,75,450,276,TSMC,AMD,,44.16,
3706,NVIDIA GeForce 9400 GT Rev. 3,GPU,2012/6/13,40,50,57,260,589,TSMC,NVIDIA,,44.86,
4084,AMD FirePro W7000,GPU,2012/6/13,28,150,212,2800,950,TSMC,AMD,,2432,152
4269,AMD FirePro W600,GPU,2012/6/13,28,75,123,1500,750,TSMC,AMD,,768,48
3411,AMD FirePro W9000,GPU,2012/6/14,28,274,352,4313,975,TSMC,AMD,,3994,998.4
4386,AMD FirePro W8000,GPU,2012/6/14,28,225,352,4313,900,TSMC,AMD,,3226,806.4
2637,AMD Radeon HD 7970 GHz Edition,GPU,2012/6/22,28,300,352,4313,1000,TSMC,AMD,,4301,1075
4424,AMD Radeon HD 7950 Boost,GPU,2012/6/22,28,200,352,4313,850,TSMC,AMD,,3315,828.8
4721,NVIDIA NVS 310,GPU,2012/6/26,40,20,79,292,523,TSMC,NVIDIA,,100.4,8.368
4186,AMD FirePro M4000,GPU,2012/6/27,28,33,123,1500,675,TSMC,AMD,,691.2,43.2
180,Intel Celeron 877,CPU,2012/7/1,32,17,131,504,1400,Intel,Intel,,,
235,Intel Celeron B820,CPU,2012/7/1,32,35,131,504,1700,Intel,Intel,,,
802,Intel Celeron B730,CPU,2012/7/1,32,35,131,504,1800,Intel,Intel,,,
1451,Intel Celeron 807,CPU,2012/7/1,32,17,131,504,1500,Intel,Intel,,,
3335,AMD FirePro M2000,GPU,2012/7/1,40,33,118,716,500,TSMC,AMD,,480,
3752,AMD Radeon HD 7670M Rebrand,GPU,2012/7/1,40,20,104,716,600,TSMC,AMD,,576,
4519,AMD FirePro M6000,GPU,2012/7/1,28,43,123,1500,800,TSMC,AMD,,1024,64
2851,NVIDIA GeForce GTS 450 Rev. 3,GPU,2012/7/11,40,106,238,1170,783,TSMC,NVIDIA,,451,37.58
3942,NVIDIA GeForce GT 650M Mac Edition,GPU,2012/7/12,28,45,118,1270,900,TSMC,NVIDIA,,691.2,28.8
167,Intel Core i3-3120ME,CPU,2012/8/1,22,35,118,,2400,Intel,Intel,,,
1666,Intel Core i3-3217UE,CPU,2012/8/1,22,17,118,,1600,Intel,Intel,,,
2530,AMD FirePro W4000,GPU,2012/8/7,28,75,212,2800,825,TSMC,AMD,,1267,79.2
3108,NVIDIA Quadro K5000M,GPU,2012/8/7,28,100,294,3540,601,TSMC,NVIDIA,,1615,67.31
4356,AMD FirePro W5000,GPU,2012/8/7,28,75,212,2800,825,TSMC,AMD,,1267,79.2
4438,NVIDIA Quadro K5000 Mac Edition,GPU,2012/8/7,28,122,294,3540,706,TSMC,NVIDIA,,2169,90.37
4500,NVIDIA Quadro 410,GPU,2012/8/7,28,38,118,1270,706,TSMC,NVIDIA,,271.1,11.3
3625,NVIDIA GeForce GTX 660 Ti,GPU,2012/8/16,28,150,294,3540,915,TSMC,NVIDIA,,2634,109.8
2872,NVIDIA Quadro K5000,GPU,2012/8/17,28,122,294,3540,706,TSMC,NVIDIA,,2169,90.37
2449,NVIDIA GeForce GT 520 OEM,GPU,2012/8/20,40,29,79,292,589,TSMC,NVIDIA,,269.2,22.43
3222,AMD Radeon HD 6850 1440SP Edition,GPU,2012/8/21,40,151,334,2154,725,TSMC,AMD,,2088,417.6
2240,NVIDIA GeForce GTX 660 OEM,GPU,2012/8/22,28,130,294,3540,823,TSMC,NVIDIA,,2046,85.25
4431,NVIDIA GeForce GTX 660 OEM,GPU,2012/8/22,28,130,294,3540,823,TSMC,NVIDIA,,2046,85.25
3535,NVIDIA GeForce GT 620M,GPU,2012/8/23,40,15,116,585,660,TSMC,NVIDIA,,253.4,21.12
3081,AMD FirePro S9000,GPU,2012/8/24,28,225,352,4313,900,TSMC,AMD,,3226,806.4
4285,AMD FirePro S9010,GPU,2012/8/24,28,200,352,4313,800,TSMC,AMD,,2867,716.8
4723,AMD FirePro S7000,GPU,2012/8/27,28,150,212,2800,950,TSMC,AMD,,2432,152
2484,AMD Radeon HD 7970 X2,GPU,2012/8/31,28,500,352,4313,925,TSMC,AMD,,3789,947.2
12,AMD C-70,CPU,2012/9/1,40,9,75,,1000,Unknown,AMD,,,
57,Intel Pentium 2129Y,CPU,2012/9/1,22,10,118,1400,1100,Intel,Intel,,,
253,Intel Celeron 887,CPU,2012/9/1,32,17,131,504,1500,Intel,Intel,,,
261,Intel Pentium B980,CPU,2012/9/1,32,35,131,504,2400,Intel,Intel,,,
302,Intel Pentium 2117U,CPU,2012/9/1,22,17,118,1400,1800,Intel,Intel,,,
346,Intel Core i7-3635QM,CPU,2012/9/1,22,45,160,1480,2400,Intel,Intel,,,
411,Intel Core i3-2377M,CPU,2012/9/1,32,17,149,624,1500,Intel,Intel,,,
534,Intel Pentium 997,CPU,2012/9/1,32,17,131,504,1600,Intel,Intel,,,
613,Intel Core i3-2328M,CPU,2012/9/1,32,35,149,624,2200,Intel,Intel,,,
945,Intel Core i7-3630QM,CPU,2012/9/1,22,45,160,1480,2400,Intel,Intel,,,
1254,Intel Celeron B830,CPU,2012/9/1,32,35,131,504,1800,Intel,Intel,,,
1628,Intel Celeron G465,CPU,2012/9/1,32,35,131,504,1900,Intel,Intel,,,
1674,Intel Celeron G555,CPU,2012/9/1,32,65,131,504,2700,Intel,Intel,,,
1795,Intel Pentium 2020M,CPU,2012/9/1,22,35,118,1400,2400,Intel,Intel,,,
2148,Intel Pentium 2117U,CPU,2012/9/1,22,17,118,1400,1800,Intel,Intel,,,
2406,AMD Radeon HD 7600G IGP,GPU,2012/9/1,32,19,246,1303,320,TSMC,AMD,,325.6,
1018,Intel Pentium G645T,CPU,2012/9/2,32,35,131,504,2500,Intel,Intel,,,
1401,Intel Pentium G645,CPU,2012/9/2,32,65,131,504,2900,Intel,Intel,,,
138,Intel Core i5-3350P,CPU,2012/9/3,22,69,133,,3100,Intel,Intel,,,
147,Intel Core i7-3840QM,CPU,2012/9/3,22,45,160,1400,2800,Intel,Intel,,,
208,Intel Core i7-3740QM,CPU,2012/9/3,22,45,160,1400,2700,Intel,Intel,,,
248,Intel Pentium G2100T,CPU,2012/9/3,22,35,94,,2600,Intel,Intel,,,
350,Intel Core i5-3330S,CPU,2012/9/3,22,77,133,,2700,Intel,Intel,,,
698,Intel Core i3-3225,CPU,2012/9/3,22,55,118,,3300,Intel,Intel,,,
922,Intel Core i3-3220T,CPU,2012/9/3,22,35,94,,2800,Intel,Intel,,,
1079,Intel Core i3-3240,CPU,2012/9/3,22,55,94,,3400,Intel,Intel,,,
1234,Intel Pentium G2120,CPU,2012/9/3,22,55,94,,3100,Intel,Intel,,,
1297,Intel Core i3-3240T,CPU,2012/9/3,22,35,94,,3000,Intel,Intel,,,
1353,Intel Core i7-3940XM,CPU,2012/9/3,22,55,160,1400,3000,Intel,Intel,,,
1569,Intel Core i5-3330,CPU,2012/9/3,22,77,133,,3000,Intel,Intel,,,
1880,Intel Core i7-3740QM,CPU,2012/9/3,22,45,160,1400,2700,Intel,Intel,,,
1985,Intel Core i7-3840QM,CPU,2012/9/3,22,45,160,1400,2800,Intel,Intel,,,
2050,Intel Core i3-3220,CPU,2012/9/3,22,55,94,,3300,Intel,Intel,,,
3180,NVIDIA GeForce GTX 660,GPU,2012/9/6,28,140,221,2540,980,TSMC,NVIDIA,,1981,82.56
4768,NVIDIA GeForce GTX 650,GPU,2012/9/6,28,65,118,1270,1058,TSMC,NVIDIA,,812.5,33.86
4665,NVIDIA GeForce GT 610 OEM,GPU,2012/9/9,40,29,79,292,550,TSMC,NVIDIA,,115.2,9.6
3540,NVIDIA NVS 5200M,GPU,2012/9/17,40,25,116,585,672,TSMC,NVIDIA,,258,21.5
1061,AMD A4-4355M,CPU,2012/9/27,32,17,246,1303,1900,Unknown,AMD,,,
1528,Intel Atom Z2760,CPU,2012/9/27,32,3,65,140,1800,Intel,Intel,,,
2083,AMD A8-4555M,CPU,2012/9/27,32,19,246,1178,1600,Unknown,AMD,,,
164,Intel Core i3-3120M,CPU,2012/9/30,22,35,118,,2500,Intel,Intel,,,
292,Intel Core i3-3120M,CPU,2012/9/30,22,35,118,,2500,Intel,Intel,,,
2748,NVIDIA GeForce GTX 670MX,GPU,2012/10/1,28,75,294,3540,601,TSMC,NVIDIA,,1154,48.08
3509,NVIDIA GeForce GT 625M,GPU,2012/10/1,28,15,116,585,625,TSMC,NVIDIA,,240,20
3847,Intel HD Graphics,GPU,2012/10/1,22,45,94,392,350,Intel,Intel,,96,24
3918,NVIDIA GeForce GTX 675MX,GPU,2012/10/1,28,100,294,3540,654,TSMC,NVIDIA,,1256,52.32
4125,NVIDIA GeForce GT 645M,GPU,2012/10/1,28,32,118,1270,709,TSMC,NVIDIA,,544.5,22.69
96,AMD A4-5300B,CPU,2012/10/2,32,65,246,1178,3400,Unknown,AMD,,,
99,AMD A8-5600K,CPU,2012/10/2,32,100,246,1178,3600,Unknown,AMD,,,
282,AMD A10-5800B,CPU,2012/10/2,32,100,246,1178,3800,Unknown,AMD,,,
395,AMD A10-5700,CPU,2012/10/2,32,65,246,1178,3400,Unknown,AMD,,,
1065,AMD A4-5300,CPU,2012/10/2,32,65,246,1178,3400,Unknown,AMD,,,
1211,AMD A8-5500B,CPU,2012/10/2,32,65,246,1178,3200,Unknown,AMD,,,
1430,AMD A10-5800K,CPU,2012/10/2,32,100,246,1178,3800,Unknown,AMD,,,
1697,AMD A6-5400B,CPU,2012/10/2,32,65,246,1178,3600,Unknown,AMD,,,
1889,AMD A8-5500,CPU,2012/10/2,32,65,246,1178,3200,Unknown,AMD,,,
1959,AMD A6-5400K,CPU,2012/10/2,32,65,246,1178,3600,Unknown,AMD,,,
2479,AMD Radeon HD 7480D IGP,GPU,2012/10/2,32,65,246,1303,720,TSMC,AMD,,184.3,
2839,AMD Radeon HD 7400G IGP,GPU,2012/10/2,32,17,246,1303,327,TSMC,AMD,,162.8,
2846,AMD Radeon HD 7560D IGP,GPU,2012/10/2,32,65,246,1303,760,TSMC,AMD,,389.1,
2932,AMD Radeon HD 7660D IGP,GPU,2012/10/2,32,100,246,1303,760,TSMC,AMD,,583.7,
3565,AMD Radeon HD 7540D IGP,GPU,2012/10/2,32,65,246,1303,760,TSMC,AMD,,291.8,
4371,NVIDIA Playstation 3 GPU 40nm,GPU,2012/10/4,40,35,114,302,550,Sony,NVIDIA,,,
1917,AMD Z-60,CPU,2012/10/9,40,5,,,1000,Unknown,AMD,,,
2575,AMD Radeon HD 6250 IGP,GPU,2012/10/9,40,7,75,450,276,TSMC,AMD,,44.16,
4837,NVIDIA GeForce GTX 650 Ti,GPU,2012/10/9,28,110,221,2540,928,TSMC,NVIDIA,,1425,59.39
11,Intel Core i7-3632QM,CPU,2012/10/19,22,35,160,1480,2200,Intel,Intel,,,
185,Intel Core i7-3632QM,CPU,2012/10/19,22,35,160,1480,2200,Intel,Intel,,,
176,AMD FX-8320,CPU,2012/10/23,32,125,315,1200,3500,Unknown,AMD,,,
215,AMD FX-6120,CPU,2012/10/23,32,95,315,1200,3600,Unknown,AMD,,,
306,AMD FX-8350,CPU,2012/10/23,32,125,315,1200,4000,Unknown,AMD,,,
320,AMD FX-8170,CPU,2012/10/23,32,125,315,1200,3900,Unknown,AMD,,,
481,AMD FX-8140,CPU,2012/10/23,32,95,315,1200,3200,Unknown,AMD,,,
896,AMD FX-4120,CPU,2012/10/23,32,95,315,1200,3900,Unknown,AMD,,,
1060,AMD FX-4150,CPU,2012/10/23,32,95,315,1200,3800,Unknown,AMD,,,
1336,AMD FX-6130,CPU,2012/10/23,32,95,315,1200,3600,Unknown,AMD,,,
1684,AMD FX-4320,CPU,2012/10/23,32,95,315,1200,4000,Unknown,AMD,,,
1796,AMD FX-6300,CPU,2012/10/23,32,95,315,1200,3500,Unknown,AMD,,,
2110,AMD FX-8300,CPU,2012/10/23,32,95,315,1200,3300,Unknown,AMD,,,
2149,AMD FX-4300,CPU,2012/10/23,32,95,315,1200,3800,Unknown,AMD,,,
2364,NVIDIA NVS 510,GPU,2012/10/23,28,35,118,1270,797,TSMC,NVIDIA,,306,12.75
2940,NVIDIA GeForce GTX 680MX Mac Edition,GPU,2012/10/23,28,122,294,3540,719,TSMC,NVIDIA,,2209,92.03
3614,ATI Radeon HD 5490,GPU,2012/10/28,40,19,59,292,650,TSMC,ATI,,104,
112,Intel Core i7-3525M,CPU,2012/11/1,22,35,160,1480,2900,Intel,Intel,,,
439,Intel Core i7-3970X,CPU,2012/11/1,32,150,435,2270,3500,Intel,Intel,,,
1233,Intel Core i5-3335S,CPU,2012/11/1,22,65,160,1480,2700,Intel,Intel,,,
1819,Intel Core i5-3365M,CPU,2012/11/1,22,35,160,,2800,Intel,Intel,,,
178,AMD Opteron 6386 SE,CPU,2012/11/5,32,140,315,2400,2800,Unknown,AMD,,,
347,AMD Opteron 6376,CPU,2012/11/5,32,115,315,2400,2300,Unknown,AMD,,,
854,AMD Opteron 6378,CPU,2012/11/5,32,115,315,2400,2400,Unknown,AMD,,,
1076,AMD Opteron 6348,CPU,2012/11/5,32,115,315,2400,2800,Unknown,AMD,,,
1288,AMD Opteron 6380,CPU,2012/11/5,32,115,315,2400,2500,Unknown,AMD,,,
1798,AMD Opteron 6366 HE,CPU,2012/11/5,32,85,315,2400,1800,Unknown,AMD,,,
150,Intel Xeon Phi 7110P,CPU,2012/11/12,22,300,350,5000,1250,Intel,Intel,,,
268,Intel Xeon Phi SE10P,CPU,2012/11/12,22,300,350,5000,1100,Intel,Intel,,,
625,Intel Xeon Phi 3110X,CPU,2012/11/12,22,300,350,5000,1053,Intel,Intel,,,
631,Intel Xeon Phi 5110P,CPU,2012/11/12,22,225,350,5000,1053,Intel,Intel,,,
677,Intel Xeon Phi SE10X,CPU,2012/11/12,22,300,350,5000,1100,Intel,Intel,,,
1106,Intel Xeon Phi 7110X,CPU,2012/11/12,22,300,350,5000,1250,Intel,Intel,,,
2478,Intel Xeon Phi SE10X,GPU,2012/11/12,22,300,350,5000,1100,Intel,Intel,,536.8,
2509,Intel Xeon Phi 5110P,GPU,2012/11/12,22,225,350,5000,1053,Intel,Intel,,505.4,
2845,Intel Xeon Phi 3120A,GPU,2012/11/12,22,300,350,5000,1100,Intel,Intel,,501.6,
3015,AMD FirePro S10000,GPU,2012/11/12,28,375,352,4313,825,TSMC,AMD,,3405,851.2
3209,NVIDIA Tesla K20Xm,GPU,2012/11/12,28,235,561,7080,732,TSMC,NVIDIA,,3935,1312
3302,NVIDIA Tesla K20X,GPU,2012/11/12,28,235,561,7080,732,TSMC,NVIDIA,,3935,1312
3858,AMD FirePro S10000 Passive,GPU,2012/11/12,28,375,352,4313,825,TSMC,AMD,,3405,851.2
4102,NVIDIA Tesla K20c,GPU,2012/11/12,28,225,561,7080,706,TSMC,NVIDIA,,3524,1175
2203,AMD Wii U GPU,GPU,2012/11/18,40,33,146,880,550,Renesas,AMD,,176,
3645,AMD Radeon HD 7870 XT,GPU,2012/11/19,28,185,352,4313,925,TSMC,AMD,,2995,748.8
3914,ATI Mobility Radeon HD 5570,GPU,2012/11/23,40,20,104,627,550,TSMC,ATI,,440,
627,Intel Celeron G1620,CPU,2012/12/3,22,55,94,,2700,Intel,Intel,,,
1496,Intel Celeron G1610T,CPU,2012/12/3,22,35,94,,2300,Intel,Intel,,,
1499,Intel Celeron G1610,CPU,2012/12/3,22,55,94,,2600,Intel,Intel,,,
298,AMD Opteron 4340,CPU,2012/12/4,32,95,315,1200,3500,Unknown,AMD,,,
309,AMD Opteron 4386,CPU,2012/12/4,32,95,315,1200,3100,Unknown,AMD,,,
332,AMD Opteron 43GK HE,CPU,2012/12/4,32,65,315,1200,2600,Unknown,AMD,,,
369,AMD Opteron 4334,CPU,2012/12/4,32,95,315,1200,3100,Unknown,AMD,,,
527,AMD Opteron 3380,CPU,2012/12/4,32,65,315,1200,2600,Unknown,AMD,,,
584,AMD Opteron 3350 HE,CPU,2012/12/4,32,45,315,1200,2800,Unknown,AMD,,,
649,AMD Opteron 43CX EE,CPU,2012/12/4,32,35,315,1200,2200,Unknown,AMD,,,
1658,AMD Opteron 4376 HE,CPU,2012/12/4,32,65,315,1200,2600,Unknown,AMD,,,
1771,AMD Opteron 3320 EE,CPU,2012/12/4,32,25,315,1200,1900,Unknown,AMD,,,
2087,AMD Opteron 4310 EE,CPU,2012/12/4,32,35,315,1200,2200,Unknown,AMD,,,
2176,AMD Opteron 4332 HE,CPU,2012/12/4,32,65,315,1200,3000,Unknown,AMD,,,
37,Intel Atom S1220,CPU,2012/12/11,32,8,,,1600,Intel,Intel,,,
1286,Intel Atom S1260,CPU,2012/12/11,32,9,,,2000,Intel,Intel,,,
1712,Intel Atom S1240,CPU,2012/12/11,32,6,,,1600,Intel,Intel,,,
2574,NVIDIA Tesla K20m,GPU,2013/1/5,28,225,561,7080,706,TSMC,NVIDIA,,3524,1175
160,AMD E1-1500,CPU,2013/1/6,40,18,75,,1480,Unknown,AMD,,,
594,AMD E2-2000,CPU,2013/1/6,40,18,75,,1750,Unknown,AMD,,,
4714,NVIDIA GeForce 505 OEM,GPU,2013/1/6,40,25,57,260,589,TSMC,NVIDIA,,44.86,
2572,AMD Radeon HD 8860 OEM,GPU,2013/1/8,28,175,212,2800,925,TSMC,AMD,,2368,148
4745,AMD Radeon HD 8670 OEM,GPU,2013/1/8,28,75,77,950,1000,TSMC,AMD,,806.4,50.4
3382,NVIDIA GeForce GT 750M,GPU,2013/1/9,28,50,118,1270,941,TSMC,NVIDIA,,742.7,30.94
3642,NVIDIA GeForce 710M,GPU,2013/1/9,28,15,116,585,775,TSMC,NVIDIA,,297.6,24.8
4463,NVIDIA GeForce GT 710M,GPU,2013/1/9,28,15,116,585,775,TSMC,NVIDIA,,297.6,24.8
2668,AMD Radeon HD 6870 1600SP Edition,GPU,2013/1/14,40,175,334,2154,850,TSMC,AMD,,2720,544
4103,NVIDIA GeForce GT 730M,GPU,2013/1/20,28,33,118,1270,725,TSMC,NVIDIA,,556.8,23.2
3972,NVIDIA Quadro K5000 SYNC,GPU,2013/1/25,28,122,294,3540,706,TSMC,NVIDIA,,2169,90.37
